x,y,z,block
304,81,-14,minecraft:red_concrete
304,81,-13,minecraft:red_concrete
304,81,-12,minecraft:red_concrete
304,81,-11,minecraft:gray_concrete
304,81,-10,minecraft:gray_concrete
304,81,-9,minecraft:gray_concrete
304,81,-8,minecraft:gray_concrete
304,81,-7,minecraft:gray_concrete
304,81,-6,minecraft:gray_concrete
304,81,-5,minecraft:gray_concrete
304,81,-4,minecraft:iron_bars
304,81,-3,minecraft:iron_bars
304,81,-2,minecraft:gray_concrete
304,81,-1,minecraft:light_gray_concrete
304,81,0,minecraft:light_gray_concrete
304,81,1,minecraft:gray_concrete
304,81,2,minecraft:gray_concrete
304,81,3,minecraft:iron_bars
304,81,4,minecraft:iron_bars
304,81,5,minecraft:gray_concrete
304,81,6,minecraft:gray_concrete
304,81,7,minecraft:gray_concrete
304,81,8,minecraft:gray_concrete
304,81,9,minecraft:gray_concrete
304,81,10,minecraft:gray_concrete
304,81,11,minecraft:red_concrete
304,81,12,minecraft:red_concrete
304,81,13,minecraft:red_concrete
304,81,14,minecraft:light_gray_concrete
304,81,15,minecraft:light_gray_concrete
304,81,16,minecraft:light_gray_concrete
304,82,-17,minecraft:iron_bars
304,82,16,minecraft:iron_bars
305,79,-12,minecraft:light_gray_concrete
305,79,11,minecraft:light_gray_concrete
305,80,-12,minecraft:light_gray_concrete
305,80,11,minecraft:light_gray_concrete
305,81,-17,minecraft:light_gray_concrete
305,81,-16,minecraft:light_gray_concrete
305,81,-15,minecraft:light_gray_concrete
305,81,-14,minecraft:red_concrete
305,81,-13,minecraft:red_concrete
305,81,-12,minecraft:red_concrete
305,81,-11,minecraft:gray_concrete
305,81,-10,minecraft:gray_concrete
305,81,-9,minecraft:gray_concrete
305,81,-8,minecraft:gray_concrete
305,81,-7,minecraft:gray_concrete
305,81,-6,minecraft:gray_concrete
305,81,-5,minecraft:gray_concrete
305,81,-4,minecraft:iron_bars
305,81,-3,minecraft:iron_bars
305,81,-2,minecraft:gray_concrete
305,81,-1,minecraft:light_gray_concrete
305,81,0,minecraft:light_gray_concrete
305,81,1,minecraft:gray_concrete
305,81,2,minecraft:gray_concrete
305,81,3,minecraft:iron_bars
305,81,4,minecraft:iron_bars
305,81,5,minecraft:gray_concrete
305,81,6,minecraft:gray_concrete
305,81,7,minecraft:gray_concrete
305,81,8,minecraft:gray_concrete
305,81,9,minecraft:gray_concrete
305,81,10,minecraft:gray_concrete
305,81,11,minecraft:red_concrete
305,81,12,minecraft:red_concrete
305,81,13,minecraft:red_concrete
305,81,14,minecraft:light_gray_concrete
305,81,15,minecraft:light_gray_concrete
305,81,16,minecraft:light_gray_concrete
305,82,-17,minecraft:iron_bars
305,82,16,minecraft:iron_bars
306,79,-12,minecraft:light_gray_concrete
306,79,11,minecraft:light_gray_concrete
306,80,-12,minecraft:light_gray_concrete
306,80,11,minecraft:light_gray_concrete
306,81,-17,minecraft:light_gray_concrete
306,81,-16,minecraft:light_gray_concrete
306,81,-15,minecraft:light_gray_concrete
306,81,-14,minecraft:red_concrete
306,81,-13,minecraft:red_concrete
306,81,-12,minecraft:red_concrete
306,81,-11,minecraft:gray_concrete
306,81,-10,minecraft:gray_concrete
306,81,-9,minecraft:gray_concrete
306,81,-8,minecraft:gray_concrete
306,81,-7,minecraft:gray_concrete
306,81,-6,minecraft:gray_concrete
306,81,-5,minecraft:gray_concrete
306,81,-4,minecraft:iron_bars
306,81,-3,minecraft:iron_bars
306,81,-2,minecraft:gray_concrete
306,81,-1,minecraft:light_gray_concrete
306,81,0,minecraft:light_gray_concrete
306,81,1,minecraft:gray_concrete
306,81,2,minecraft:gray_concrete
306,81,3,minecraft:iron_bars
306,81,4,minecraft:iron_bars
306,81,5,minecraft:gray_concrete
306,81,6,minecraft:gray_concrete
306,81,7,minecraft:gray_concrete
306,81,8,minecraft:gray_concrete
306,81,9,minecraft:gray_concrete
306,81,10,minecraft:gray_concrete
306,81,11,minecraft:red_concrete
306,81,12,minecraft:red_concrete
306,81,13,minecraft:red_concrete
306,81,14,minecraft:light_gray_concrete
306,81,15,minecraft:light_gray_concrete
306,81,16,minecraft:light_gray_concrete
306,82,-17,minecraft:iron_bars
306,82,16,minecraft:iron_bars
307,79,-12,minecraft:light_gray_concrete
307,79,11,minecraft:light_gray_concrete
307,80,-12,minecraft:light_gray_concrete
307,80,11,minecraft:light_gray_concrete
307,81,-17,minecraft:light_gray_concrete
307,81,-16,minecraft:light_gray_concrete
307,81,-15,minecraft:light_gray_concrete
307,81,-14,minecraft:red_concrete
307,81,-13,minecraft:red_concrete
307,81,-12,minecraft:red_concrete
307,81,-11,minecraft:gray_concrete
307,81,-10,minecraft:gray_concrete
307,81,-9,minecraft:gray_concrete
307,81,-8,minecraft:gray_concrete
307,81,-7,minecraft:gray_concrete
307,81,-6,minecraft:gray_concrete
307,81,-5,minecraft:gray_concrete
307,81,-4,minecraft:iron_bars
307,81,-3,minecraft:iron_bars
307,81,-2,minecraft:gray_concrete
307,81,-1,minecraft:light_gray_concrete
307,81,0,minecraft:light_gray_concrete
307,81,1,minecraft:gray_concrete
307,81,2,minecraft:gray_concrete
307,81,3,minecraft:iron_bars
307,81,4,minecraft:iron_bars
307,81,5,minecraft:gray_concrete
307,81,6,minecraft:gray_concrete
307,81,7,minecraft:gray_concrete
307,81,8,minecraft:gray_concrete
307,81,9,minecraft:gray_concrete
307,81,10,minecraft:gray_concrete
307,81,11,minecraft:red_concrete
307,81,12,minecraft:red_concrete
307,81,13,minecraft:red_concrete
307,81,14,minecraft:light_gray_concrete
307,81,15,minecraft:light_gray_concrete
307,81,16,minecraft:light_gray_concrete
307,82,-17,minecraft:iron_bars
307,82,16,minecraft:iron_bars
308,79,-12,minecraft:light_gray_concrete
308,79,11,minecraft:light_gray_concrete
308,80,-12,minecraft:light_gray_concrete
308,80,11,minecraft:light_gray_concrete
308,81,-17,minecraft:light_gray_concrete
308,81,-16,minecraft:light_gray_concrete
308,81,-15,minecraft:light_gray_concrete
308,81,-14,minecraft:red_concrete
308,81,-13,minecraft:red_concrete
308,81,-12,minecraft:red_concrete
308,81,-11,minecraft:gray_concrete
308,81,-10,minecraft:gray_concrete
308,81,-9,minecraft:gray_concrete
308,81,-8,minecraft:gray_concrete
308,81,-7,minecraft:gray_concrete
308,81,-6,minecraft:gray_concrete
308,81,-5,minecraft:gray_concrete
308,81,-4,minecraft:iron_bars
308,81,-3,minecraft:iron_bars
308,81,-2,minecraft:gray_concrete
308,81,-1,minecraft:light_gray_concrete
308,81,0,minecraft:light_gray_concrete
308,81,1,minecraft:gray_concrete
308,81,2,minecraft:gray_concrete
308,81,3,minecraft:iron_bars
308,81,4,minecraft:iron_bars
308,81,5,minecraft:gray_concrete
308,81,6,minecraft:gray_concrete
308,81,7,minecraft:gray_concrete
308,81,8,minecraft:gray_concrete
308,81,9,minecraft:gray_concrete
308,81,10,minecraft:gray_concrete
308,81,11,minecraft:red_concrete
308,81,12,minecraft:red_concrete
308,81,13,minecraft:red_concrete
308,81,14,minecraft:light_gray_concrete
308,81,15,minecraft:light_gray_concrete
308,81,16,minecraft:light_gray_concrete
308,82,-17,minecraft:iron_bars
308,82,16,minecraft:iron_bars
309,79,-12,minecraft:light_gray_concrete
309,79,11,minecraft:light_gray_concrete
309,80,-12,minecraft:light_gray_concrete
309,80,11,minecraft:light_gray_concrete
309,81,-17,minecraft:light_gray_concrete
309,81,-16,minecraft:light_gray_concrete
309,81,-15,minecraft:light_gray_concrete
309,81,-14,minecraft:red_concrete
309,81,-13,minecraft:red_concrete
309,81,-12,minecraft:red_concrete
309,81,-11,minecraft:gray_concrete
309,81,-10,minecraft:gray_concrete
309,81,-9,minecraft:gray_concrete
309,81,-8,minecraft:gray_concrete
309,81,-7,minecraft:gray_concrete
309,81,-6,minecraft:gray_concrete
309,81,-5,minecraft:gray_concrete
309,81,-4,minecraft:iron_bars
309,81,-3,minecraft:iron_bars
309,81,-2,minecraft:gray_concrete
309,81,-1,minecraft:light_gray_concrete
309,81,0,minecraft:light_gray_concrete
309,81,1,minecraft:gray_concrete
309,81,2,minecraft:gray_concrete
309,81,3,minecraft:iron_bars
309,81,4,minecraft:iron_bars
309,81,5,minecraft:gray_concrete
309,81,6,minecraft:gray_concrete
309,81,7,minecraft:gray_concrete
309,81,8,minecraft:gray_concrete
309,81,9,minecraft:gray_concrete
309,81,10,minecraft:gray_concrete
309,81,11,minecraft:red_concrete
309,81,12,minecraft:red_concrete
309,81,13,minecraft:red_concrete
309,81,14,minecraft:light_gray_concrete
309,81,15,minecraft:light_gray_concrete
309,81,16,minecraft:light_gray_concrete
309,82,-17,minecraft:iron_bars
309,82,16,minecraft:iron_bars
310,79,-12,minecraft:light_gray_concrete
310,79,11,minecraft:light_gray_concrete
310,80,-12,minecraft:light_gray_concrete
310,80,11,minecraft:light_gray_concrete
310,81,-17,minecraft:light_gray_concrete
310,81,-16,minecraft:light_gray_concrete
310,81,-15,minecraft:light_gray_concrete
310,81,-14,minecraft:red_concrete
310,81,-13,minecraft:red_concrete
310,81,-12,minecraft:red_concrete
310,81,-11,minecraft:gray_concrete
310,81,-10,minecraft:gray_concrete
310,81,-9,minecraft:gray_concrete
310,81,-8,minecraft:gray_concrete
310,81,-7,minecraft:gray_concrete
310,81,-6,minecraft:gray_concrete
310,81,-5,minecraft:gray_concrete
310,81,-4,minecraft:iron_bars
310,81,-3,minecraft:iron_bars
310,81,-2,minecraft:gray_concrete
310,81,-1,minecraft:light_gray_concrete
310,81,0,minecraft:light_gray_concrete
310,81,1,minecraft:gray_concrete
310,81,2,minecraft:gray_concrete
310,81,3,minecraft:iron_bars
310,81,4,minecraft:iron_bars
310,81,5,minecraft:gray_concrete
310,81,6,minecraft:gray_concrete
310,81,7,minecraft:gray_concrete
310,81,8,minecraft:gray_concrete
310,81,9,minecraft:gray_concrete
310,81,10,minecraft:gray_concrete
310,81,11,minecraft:red_concrete
310,81,12,minecraft:red_concrete
310,81,13,minecraft:red_concrete
310,81,14,minecraft:light_gray_concrete
310,81,15,minecraft:light_gray_concrete
310,81,16,minecraft:light_gray_concrete
310,82,-17,minecraft:iron_bars
310,82,16,minecraft:iron_bars
311,79,-12,minecraft:light_gray_concrete
311,79,11,minecraft:light_gray_concrete
311,80,-12,minecraft:light_gray_concrete
311,80,11,minecraft:light_gray_concrete
311,81,-17,minecraft:light_gray_concrete
311,81,-16,minecraft:light_gray_concrete
311,81,-15,minecraft:light_gray_concrete
311,81,-14,minecraft:red_concrete
311,81,-13,minecraft:red_concrete
311,81,-12,minecraft:red_concrete
311,81,-11,minecraft:gray_concrete
311,81,-10,minecraft:gray_concrete
311,81,-9,minecraft:gray_concrete
311,81,-8,minecraft:gray_concrete
311,81,-7,minecraft:gray_concrete
311,81,-6,minecraft:gray_concrete
311,81,-5,minecraft:gray_concrete
311,81,-4,minecraft:iron_bars
311,81,-3,minecraft:iron_bars
311,81,-2,minecraft:gray_concrete
311,81,-1,minecraft:light_gray_concrete
311,81,0,minecraft:light_gray_concrete
311,81,1,minecraft:gray_concrete
311,81,2,minecraft:gray_concrete
311,81,3,minecraft:iron_bars
311,81,4,minecraft:iron_bars
311,81,5,minecraft:gray_concrete
311,81,6,minecraft:gray_concrete
311,81,7,minecraft:gray_concrete
311,81,8,minecraft:gray_concrete
311,81,9,minecraft:gray_concrete
311,81,10,minecraft:gray_concrete
311,81,11,minecraft:red_concrete
311,81,12,minecraft:red_concrete
311,81,13,minecraft:red_concrete
311,81,14,minecraft:light_gray_concrete
311,81,15,minecraft:light_gray_concrete
311,81,16,minecraft:light_gray_concrete
311,82,-17,minecraft:iron_bars
311,82,16,minecraft:iron_bars
312,79,-12,minecraft:light_gray_concrete
312,79,11,minecraft:light_gray_concrete
312,80,-12,minecraft:light_gray_concrete
312,80,11,minecraft:light_gray_concrete
312,81,-17,minecraft:light_gray_concrete
312,81,-16,minecraft:light_gray_concrete
312,81,-15,minecraft:light_gray_concrete
312,81,-14,minecraft:red_concrete
312,81,-13,minecraft:red_concrete
312,81,-12,minecraft:red_concrete
312,81,-11,minecraft:gray_concrete
312,81,-10,minecraft:gray_concrete
312,81,-9,minecraft:gray_concrete
312,81,-8,minecraft:gray_concrete
312,81,-7,minecraft:gray_concrete
312,81,-6,minecraft:gray_concrete
312,81,-5,minecraft:gray_concrete
312,81,-4,minecraft:iron_bars
312,81,-3,minecraft:iron_bars
312,81,-2,minecraft:gray_concrete
312,81,-1,minecraft:light_gray_concrete
312,81,0,minecraft:light_gray_concrete
312,81,1,minecraft:gray_concrete
312,81,2,minecraft:gray_concrete
312,81,3,minecraft:iron_bars
312,81,4,minecraft:iron_bars
312,81,5,minecraft:gray_concrete
312,81,6,minecraft:gray_concrete
312,81,7,minecraft:gray_concrete
312,81,8,minecraft:gray_concrete
312,81,9,minecraft:gray_concrete
312,81,10,minecraft:gray_concrete
312,81,11,minecraft:red_concrete
312,81,12,minecraft:red_concrete
312,81,13,minecraft:red_concrete
312,81,14,minecraft:light_gray_concrete
312,81,15,minecraft:light_gray_concrete
312,81,16,minecraft:light_gray_concrete
312,82,-17,minecraft:iron_bars
312,82,16,minecraft:iron_bars
313,79,-12,minecraft:light_gray_concrete
313,79,11,minecraft:light_gray_concrete
313,80,-12,minecraft:light_gray_concrete
313,80,11,minecraft:light_gray_concrete
313,81,-17,minecraft:light_gray_concrete
313,81,-16,minecraft:light_gray_concrete
313,81,-15,minecraft:light_gray_concrete
313,81,-14,minecraft:red_concrete
313,81,-13,minecraft:red_concrete
313,81,-12,minecraft:red_concrete
313,81,-11,minecraft:gray_concrete
313,81,-10,minecraft:gray_concrete
313,81,-9,minecraft:gray_concrete
313,81,-8,minecraft:gray_concrete
313,81,-7,minecraft:gray_concrete
313,81,-6,minecraft:gray_concrete
313,81,-5,minecraft:gray_concrete
313,81,-4,minecraft:iron_bars
313,81,-3,minecraft:iron_bars
313,81,-2,minecraft:gray_concrete
313,81,-1,minecraft:light_gray_concrete
313,81,0,minecraft:light_gray_concrete
313,81,1,minecraft:gray_concrete
313,81,2,minecraft:gray_concrete
313,81,3,minecraft:iron_bars
313,81,4,minecraft:iron_bars
313,81,5,minecraft:gray_concrete
313,81,6,minecraft:gray_concrete
313,81,7,minecraft:gray_concrete
313,81,8,minecraft:gray_concrete
313,81,9,minecraft:gray_concrete
313,81,10,minecraft:gray_concrete
313,81,11,minecraft:red_concrete
313,81,12,minecraft:red_concrete
313,81,13,minecraft:red_concrete
313,81,14,minecraft:light_gray_concrete
313,81,15,minecraft:light_gray_concrete
313,81,16,minecraft:light_gray_concrete
313,82,-17,minecraft:iron_bars
313,82,16,minecraft:iron_bars
314,79,-12,minecraft:light_gray_concrete
314,79,11,minecraft:light_gray_concrete
314,80,-12,minecraft:light_gray_concrete
314,80,11,minecraft:light_gray_concrete
314,81,-17,minecraft:light_gray_concrete
314,81,-16,minecraft:light_gray_concrete
314,81,-15,minecraft:light_gray_concrete
314,81,-14,minecraft:red_concrete
314,81,-13,minecraft:red_concrete
314,81,-12,minecraft:red_concrete
314,81,-11,minecraft:gray_concrete
314,81,-10,minecraft:gray_concrete
314,81,-9,minecraft:gray_concrete
314,81,-8,minecraft:gray_concrete
314,81,-7,minecraft:gray_concrete
314,81,-6,minecraft:gray_concrete
314,81,-5,minecraft:gray_concrete
314,81,-4,minecraft:iron_bars
314,81,-3,minecraft:iron_bars
314,81,-2,minecraft:gray_concrete
314,81,-1,minecraft:light_gray_concrete
314,81,0,minecraft:light_gray_concrete
314,81,1,minecraft:gray_concrete
314,81,2,minecraft:gray_concrete
314,81,3,minecraft:iron_bars
314,81,4,minecraft:iron_bars
314,81,5,minecraft:gray_concrete
314,81,6,minecraft:gray_concrete
314,81,7,minecraft:gray_concrete
314,81,8,minecraft:gray_concrete
314,81,9,minecraft:gray_concrete
314,81,10,minecraft:gray_concrete
314,81,11,minecraft:red_concrete
314,81,12,minecraft:red_concrete
314,81,13,minecraft:red_concrete
314,81,14,minecraft:light_gray_concrete
314,81,15,minecraft:light_gray_concrete
314,81,16,minecraft:light_gray_concrete
314,82,-17,minecraft:iron_bars
314,82,16,minecraft:iron_bars
315,79,-12,minecraft:light_gray_concrete
315,79,11,minecraft:light_gray_concrete
315,80,-12,minecraft:light_gray_concrete
315,80,11,minecraft:light_gray_concrete
315,81,-17,minecraft:light_gray_concrete
315,81,-16,minecraft:light_gray_concrete
315,81,-15,minecraft:light_gray_concrete
315,81,-14,minecraft:red_concrete
315,81,-13,minecraft:red_concrete
315,81,-12,minecraft:red_concrete
315,81,-11,minecraft:gray_concrete
315,81,-10,minecraft:gray_concrete
315,81,-9,minecraft:gray_concrete
315,81,-8,minecraft:gray_concrete
315,81,-7,minecraft:gray_concrete
315,81,-6,minecraft:gray_concrete
315,81,-5,minecraft:gray_concrete
315,81,-4,minecraft:iron_bars
315,81,-3,minecraft:iron_bars
315,81,-2,minecraft:gray_concrete
315,81,-1,minecraft:light_gray_concrete
315,81,0,minecraft:light_gray_concrete
315,81,1,minecraft:gray_concrete
315,81,2,minecraft:gray_concrete
315,81,3,minecraft:iron_bars
315,81,4,minecraft:iron_bars
315,81,5,minecraft:gray_concrete
315,81,6,minecraft:gray_concrete
315,81,7,minecraft:gray_concrete
315,81,8,minecraft:gray_concrete
315,81,9,minecraft:gray_concrete
315,81,10,minecraft:gray_concrete
315,81,11,minecraft:red_concrete
315,81,12,minecraft:red_concrete
315,81,13,minecraft:red_concrete
315,81,14,minecraft:light_gray_concrete
315,81,15,minecraft:light_gray_concrete
315,81,16,minecraft:light_gray_concrete
315,82,-17,minecraft:iron_bars
315,82,16,minecraft:iron_bars
316,79,-12,minecraft:light_gray_concrete
316,79,11,minecraft:light_gray_concrete
316,80,-12,minecraft:light_gray_concrete
316,80,11,minecraft:light_gray_concrete
316,81,-17,minecraft:light_gray_concrete
316,81,-16,minecraft:light_gray_concrete
316,81,-15,minecraft:light_gray_concrete
316,81,-14,minecraft:red_concrete
316,81,-13,minecraft:red_concrete
316,81,-12,minecraft:red_concrete
316,81,-11,minecraft:gray_concrete
316,81,-10,minecraft:gray_concrete
316,81,-9,minecraft:gray_concrete
316,81,-8,minecraft:gray_concrete
316,81,-7,minecraft:gray_concrete
316,81,-6,minecraft:gray_concrete
316,81,-5,minecraft:gray_concrete
316,81,-4,minecraft:iron_bars
316,81,-3,minecraft:iron_bars
316,81,-2,minecraft:gray_concrete
316,81,-1,minecraft:light_gray_concrete
316,81,0,minecraft:light_gray_concrete
316,81,1,minecraft:gray_concrete
316,81,2,minecraft:gray_concrete
316,81,3,minecraft:iron_bars
316,81,4,minecraft:iron_bars
316,81,5,minecraft:gray_concrete
316,81,6,minecraft:gray_concrete
316,81,7,minecraft:gray_concrete
316,81,8,minecraft:gray_concrete
316,81,9,minecraft:gray_concrete
316,81,10,minecraft:gray_concrete
316,81,11,minecraft:red_concrete
316,81,12,minecraft:red_concrete
316,81,13,minecraft:red_concrete
316,81,14,minecraft:light_gray_concrete
316,81,15,minecraft:light_gray_concrete
316,81,16,minecraft:light_gray_concrete
316,82,-17,minecraft:iron_bars
316,82,16,minecraft:iron_bars
317,79,-12,minecraft:light_gray_concrete
317,79,11,minecraft:light_gray_concrete
317,80,-12,minecraft:light_gray_concrete
317,80,11,minecraft:light_gray_concrete
317,81,-17,minecraft:light_gray_concrete
317,81,-16,minecraft:light_gray_concrete
317,81,-15,minecraft:light_gray_concrete
317,81,-14,minecraft:red_concrete
317,81,-13,minecraft:red_concrete
317,81,-12,minecraft:red_concrete
317,81,-11,minecraft:gray_concrete
317,81,-10,minecraft:gray_concrete
317,81,-9,minecraft:gray_concrete
317,81,-8,minecraft:gray_concrete
317,81,-7,minecraft:gray_concrete
317,81,-6,minecraft:gray_concrete
317,81,-5,minecraft:gray_concrete
317,81,-4,minecraft:iron_bars
317,81,-3,minecraft:iron_bars
317,81,-2,minecraft:gray_concrete
317,81,-1,minecraft:light_gray_concrete
317,81,0,minecraft:light_gray_concrete
317,81,1,minecraft:gray_concrete
317,81,2,minecraft:gray_concrete
317,81,3,minecraft:iron_bars
317,81,4,minecraft:iron_bars
317,81,5,minecraft:gray_concrete
317,81,6,minecraft:gray_concrete
317,81,7,minecraft:gray_concrete
317,81,8,minecraft:gray_concrete
317,81,9,minecraft:gray_concrete
317,81,10,minecraft:gray_concrete
317,81,11,minecraft:red_concrete
317,81,12,minecraft:red_concrete
317,81,13,minecraft:red_concrete
317,81,14,minecraft:light_gray_concrete
317,81,15,minecraft:light_gray_concrete
317,81,16,minecraft:light_gray_concrete
317,82,-17,minecraft:iron_bars
317,82,16,minecraft:iron_bars
318,79,-12,minecraft:light_gray_concrete
318,79,11,minecraft:light_gray_concrete
318,80,-12,minecraft:light_gray_concrete
318,80,11,minecraft:light_gray_concrete
318,81,-17,minecraft:light_gray_concrete
318,81,-16,minecraft:light_gray_concrete
318,81,-15,minecraft:light_gray_concrete
318,81,-14,minecraft:red_concrete
318,81,-13,minecraft:red_concrete
318,81,-12,minecraft:red_concrete
318,81,-11,minecraft:gray_concrete
318,81,-10,minecraft:gray_concrete
318,81,-9,minecraft:gray_concrete
318,81,-8,minecraft:gray_concrete
318,81,-7,minecraft:gray_concrete
318,81,-6,minecraft:gray_concrete
318,81,-5,minecraft:gray_concrete
318,81,-4,minecraft:iron_bars
318,81,-3,minecraft:iron_bars
318,81,-2,minecraft:gray_concrete
318,81,-1,minecraft:light_gray_concrete
318,81,0,minecraft:light_gray_concrete
318,81,1,minecraft:gray_concrete
