x,y,z,block
-10,69,5,minecraft:polished_andesite
-10,69,6,minecraft:polished_andesite
-10,69,7,minecraft:polished_andesite
-10,69,8,minecraft:polished_andesite
-10,69,9,minecraft:polished_andesite
-10,70,-10,minecraft:polished_andesite
-10,70,-9,minecraft:polished_andesite
-10,70,-8,minecraft:polished_andesite
-10,70,-7,minecraft:polished_andesite
-10,70,-6,minecraft:polished_andesite
-10,70,-5,minecraft:polished_andesite
-10,70,-4,minecraft:polished_andesite
-10,70,-3,minecraft:polished_andesite
-10,70,-2,minecraft:polished_andesite
-10,70,-1,minecraft:polished_andesite
-10,70,0,minecraft:polished_andesite
-10,70,1,minecraft:polished_andesite
-10,70,2,minecraft:polished_andesite
-10,70,3,minecraft:polished_andesite
-10,70,4,minecraft:polished_andesite
-10,70,5,minecraft:polished_andesite
-10,70,6,minecraft:polished_andesite
-10,70,7,minecraft:polished_andesite
-10,70,8,minecraft:polished_andesite
-10,70,9,minecraft:polished_andesite
-10,71,-10,minecraft:polished_andesite
-10,71,-9,minecraft:polished_andesite
-10,71,-8,minecraft:polished_andesite
-10,71,-7,minecraft:polished_andesite
-10,71,-6,minecraft:polished_andesite
-10,71,-5,minecraft:polished_andesite
-10,71,-4,minecraft:polished_andesite
-10,71,-3,minecraft:polished_andesite
-10,71,-2,minecraft:polished_andesite
-10,71,-1,minecraft:polished_andesite
-10,71,0,minecraft:polished_andesite
-10,71,1,minecraft:polished_andesite
-10,71,2,minecraft:polished_andesite
-10,71,3,minecraft:polished_andesite
-10,71,4,minecraft:polished_andesite
-10,71,5,minecraft:polished_andesite
-10,71,6,minecraft:polished_andesite
-10,71,7,minecraft:polished_andesite
-10,71,8,minecraft:polished_andesite
-10,71,9,minecraft:polished_andesite
-10,72,-10,minecraft:polished_andesite
-10,72,-9,minecraft:polished_andesite
-10,72,-8,minecraft:polished_andesite
-10,72,-7,minecraft:polished_andesite
-10,72,-6,minecraft:polished_andesite
-10,72,-5,minecraft:polished_andesite
-10,72,-4,minecraft:polished_andesite
-10,72,-3,minecraft:polished_andesite
-10,72,-2,minecraft:polished_andesite
-10,72,-1,minecraft:polished_andesite
-10,72,0,minecraft:polished_andesite
-10,72,1,minecraft:polished_andesite
-10,72,2,minecraft:polished_andesite
-10,72,3,minecraft:polished_andesite
-10,72,4,minecraft:polished_andesite
-10,72,5,minecraft:polished_andesite
-10,72,6,minecraft:polished_andesite
-10,72,7,minecraft:polished_andesite
-10,72,8,minecraft:polished_andesite
-10,72,9,minecraft:polished_andesite
-10,73,-11,minecraft:smooth_stone_slab
-10,73,-10,minecraft:white_concrete
-10,73,-9,minecraft:white_concrete
-10,73,-8,minecraft:white_concrete
-10,73,-7,minecraft:white_concrete
-10,73,-6,minecraft:white_concrete
-10,73,-5,minecraft:white_concrete
-10,73,-4,minecraft:white_concrete
-10,73,-3,minecraft:white_concrete
-10,73,-2,minecraft:white_concrete
-10,73,-1,minecraft:white_concrete
-10,73,0,minecraft:white_concrete
-10,73,1,minecraft:white_concrete
-10,73,2,minecraft:white_concrete
-10,73,3,minecraft:white_concrete
-10,73,4,minecraft:white_concrete
-10,73,5,minecraft:white_concrete
-10,73,6,minecraft:white_concrete
-10,73,7,minecraft:white_concrete
-10,73,8,minecraft:white_concrete
-10,73,9,minecraft:white_concrete
-10,73,10,minecraft:white_concrete
-10,74,-10,minecraft:white_concrete
-10,74,-9,minecraft:white_concrete
-10,74,-8,minecraft:glass_pane
-10,74,-7,minecraft:white_concrete
-10,74,-6,minecraft:white_concrete
-10,74,-5,minecraft:glass_pane
-10,74,-4,minecraft:white_concrete
-10,74,-3,minecraft:white_concrete
-10,74,-2,minecraft:glass_pane
-10,74,-1,minecraft:white_concrete
-10,74,0,minecraft:white_concrete
-10,74,1,minecraft:glass_pane
-10,74,2,minecraft:white_concrete
-10,74,3,minecraft:white_concrete
-10,74,4,minecraft:glass_pane
-10,74,5,minecraft:white_concrete
-10,74,6,minecraft:white_concrete
-10,74,7,minecraft:glass_pane
-10,74,8,minecraft:white_concrete
-10,74,9,minecraft:white_concrete
-10,74,10,minecraft:white_concrete
-10,75,-10,minecraft:white_concrete
-10,75,-9,minecraft:white_concrete
-10,75,-8,minecraft:glass_pane
-10,75,-7,minecraft:white_concrete
-10,75,-6,minecraft:white_concrete
-10,75,-5,minecraft:glass_pane
-10,75,-4,minecraft:white_concrete
-10,75,-3,minecraft:white_concrete
-10,75,-2,minecraft:glass_pane
-10,75,-1,minecraft:white_concrete
-10,75,0,minecraft:white_concrete
-10,75,1,minecraft:glass_pane
-10,75,2,minecraft:white_concrete
-10,75,3,minecraft:white_concrete
-10,75,4,minecraft:glass_pane
-10,75,5,minecraft:white_concrete
-10,75,6,minecraft:white_concrete
-10,75,7,minecraft:glass_pane
-10,75,8,minecraft:white_concrete
-10,75,9,minecraft:white_concrete
-10,75,10,minecraft:white_concrete
-10,76,-10,minecraft:white_concrete
-10,76,-9,minecraft:white_concrete
-10,76,-8,minecraft:white_concrete
-10,76,-7,minecraft:white_concrete
-10,76,-6,minecraft:white_concrete
-10,76,-5,minecraft:white_concrete
-10,76,-4,minecraft:white_concrete
-10,76,-3,minecraft:white_concrete
-10,76,-2,minecraft:white_concrete
-10,76,-1,minecraft:white_concrete
-10,76,0,minecraft:white_concrete
-10,76,1,minecraft:white_concrete
-10,76,2,minecraft:white_concrete
-10,76,3,minecraft:white_concrete
-10,76,4,minecraft:white_concrete
-10,76,5,minecraft:white_concrete
-10,76,6,minecraft:white_concrete
-10,76,7,minecraft:white_concrete
-10,76,8,minecraft:white_concrete
-10,76,9,minecraft:white_concrete
-10,76,10,minecraft:white_concrete
-10,77,-10,minecraft:white_concrete
-10,77,-9,minecraft:white_concrete
-10,77,-8,minecraft:white_concrete
-10,77,-7,minecraft:white_concrete
-10,77,-6,minecraft:white_concrete
-10,77,-5,minecraft:white_concrete
-10,77,-4,minecraft:white_concrete
-10,77,-3,minecraft:white_concrete
-10,77,-2,minecraft:white_concrete
-10,77,-1,minecraft:white_concrete
-10,77,0,minecraft:white_concrete
-10,77,1,minecraft:white_concrete
-10,77,2,minecraft:white_concrete
-10,77,3,minecraft:white_concrete
-10,77,4,minecraft:white_concrete
-10,77,5,minecraft:white_concrete
-10,77,6,minecraft:white_concrete
-10,77,7,minecraft:white_concrete
-10,77,8,minecraft:white_concrete
-10,77,9,minecraft:white_concrete
-10,77,10,minecraft:white_concrete
-10,78,-10,minecraft:white_concrete
-10,78,-9,minecraft:white_concrete
-10,78,-8,minecraft:glass_pane
-10,78,-7,minecraft:white_concrete
-10,78,-6,minecraft:white_concrete
-10,78,-5,minecraft:glass_pane
-10,78,-4,minecraft:white_concrete
-10,78,-3,minecraft:white_concrete
-10,78,-2,minecraft:glass_pane
-10,78,-1,minecraft:white_concrete
-10,78,0,minecraft:white_concrete
-10,78,1,minecraft:glass_pane
-10,78,2,minecraft:white_concrete
-10,78,3,minecraft:white_concrete
-10,78,4,minecraft:glass_pane
-10,78,5,minecraft:white_concrete
-10,78,6,minecraft:white_concrete
-10,78,7,minecraft:glass_pane
-10,78,8,minecraft:white_concrete
-10,78,9,minecraft:white_concrete
-10,78,10,minecraft:white_concrete
-10,79,-10,minecraft:white_concrete
-10,79,-9,minecraft:white_concrete
-10,79,-8,minecraft:glass_pane
-10,79,-7,minecraft:white_concrete
-10,79,-6,minecraft:white_concrete
-10,79,-5,minecraft:glass_pane
-10,79,-4,minecraft:white_concrete
-10,79,-3,minecraft:white_concrete
-10,79,-2,minecraft:glass_pane
-10,79,-1,minecraft:white_concrete
-10,79,0,minecraft:white_concrete
-10,79,1,minecraft:glass_pane
-10,79,2,minecraft:white_concrete
-10,79,3,minecraft:white_concrete
-10,79,4,minecraft:glass_pane
-10,79,5,minecraft:white_concrete
-10,79,6,minecraft:white_concrete
-10,79,7,minecraft:glass_pane
-10,79,8,minecraft:white_concrete
-10,79,9,minecraft:white_concrete
-10,79,10,minecraft:white_concrete
-10,80,-10,minecraft:white_concrete
-10,80,-9,minecraft:white_concrete
-10,80,-8,minecraft:white_concrete
-10,80,-7,minecraft:white_concrete
-10,80,-6,minecraft:white_concrete
-10,80,-5,minecraft:white_concrete
-10,80,-4,minecraft:white_concrete
-10,80,-3,minecraft:white_concrete
-10,80,-2,minecraft:white_concrete
-10,80,-1,minecraft:white_concrete
-10,80,0,minecraft:white_concrete
-10,80,1,minecraft:white_concrete
-10,80,2,minecraft:white_concrete
-10,80,3,minecraft:white_concrete
-10,80,4,minecraft:white_concrete
-10,80,5,minecraft:white_concrete
-10,80,6,minecraft:white_concrete
-10,80,7,minecraft:white_concrete
-10,80,8,minecraft:white_concrete
-10,80,9,minecraft:white_concrete
-10,80,10,minecraft:white_concrete
-10,81,-10,minecraft:white_concrete
-10,81,-9,minecraft:white_concrete
-10,81,-8,minecraft:white_concrete
-10,81,-7,minecraft:white_concrete
-10,81,-6,minecraft:white_concrete
-10,81,-5,minecraft:white_concrete
-10,81,-4,minecraft:white_concrete
-10,81,-3,minecraft:white_concrete
-10,81,-2,minecraft:white_concrete
-10,81,-1,minecraft:white_concrete
-10,81,0,minecraft:white_concrete
-10,81,1,minecraft:white_concrete
-10,81,2,minecraft:white_concrete
-10,81,3,minecraft:white_concrete
-10,81,4,minecraft:white_concrete
-10,81,5,minecraft:white_concrete
-10,81,6,minecraft:white_concrete
-10,81,7,minecraft:white_concrete
-10,81,8,minecraft:white_concrete
-10,81,9,minecraft:white_concrete
-10,81,10,minecraft:white_concrete
-10,82,-10,minecraft:white_concrete
-10,82,-9,minecraft:white_concrete
-10,82,-8,minecraft:glass_pane
-10,82,-7,minecraft:white_concrete
-10,82,-6,minecraft:white_concrete
-10,82,-5,minecraft:glass_pane
-10,82,-4,minecraft:white_concrete
-10,82,-3,minecraft:white_concrete
-10,82,-2,minecraft:glass_pane
-10,82,-1,minecraft:white_concrete
-10,82,0,minecraft:white_concrete
-10,82,1,minecraft:glass_pane
-10,82,2,minecraft:white_concrete
-10,82,3,minecraft:white_concrete
-10,82,4,minecraft:glass_pane
-10,82,5,minecraft:white_concrete
-10,82,6,minecraft:white_concrete
-10,82,7,minecraft:glass_pane
-10,82,8,minecraft:white_concrete
-10,82,9,minecraft:white_concrete
-10,82,10,minecraft:white_concrete
-10,83,-10,minecraft:white_concrete
-10,83,-9,minecraft:white_concrete
-10,83,-8,minecraft:glass_pane
-10,83,-7,minecraft:white_concrete
-10,83,-6,minecraft:white_concrete
-10,83,-5,minecraft:glass_pane
-10,83,-4,minecraft:white_concrete
-10,83,-3,minecraft:white_concrete
-10,83,-2,minecraft:glass_pane
-10,83,-1,minecraft:white_concrete
-10,83,0,minecraft:white_concrete
-10,83,1,minecraft:glass_pane
-10,83,2,minecraft:white_concrete
-10,83,3,minecraft:white_concrete
-10,83,4,minecraft:glass_pane
-10,83,5,minecraft:white_concrete
-10,83,6,minecraft:white_concrete
-10,83,7,minecraft:glass_pane
-10,83,8,minecraft:white_concrete
-10,83,9,minecraft:white_concrete
-10,83,10,minecraft:white_concrete
-10,84,-10,minecraft:white_concrete
-10,84,-9,minecraft:white_concrete
-10,84,-8,minecraft:white_concrete
-10,84,-7,minecraft:white_concrete
-10,84,-6,minecraft:white_concrete
-10,84,-5,minecraft:white_concrete
-10,84,-4,minecraft:white_concrete
-10,84,-3,minecraft:white_concrete
-10,84,-2,minecraft:white_concrete
-10,84,-1,minecraft:white_concrete
-10,84,0,minecraft:white_concrete
-10,84,1,minecraft:white_concrete
-10,84,2,minecraft:white_concrete
-10,84,3,minecraft:white_concrete
-10,84,4,minecraft:white_concrete
-10,84,5,minecraft:white_concrete
-10,84,6,minecraft:white_concrete
-10,84,7,minecraft:white_concrete
-10,84,8,minecraft:white_concrete
-10,84,9,minecraft:white_concrete
-10,84,10,minecraft:white_concrete
-10,85,-10,minecraft:white_concrete
-10,85,-9,minecraft:white_concrete
-10,85,-8,minecraft:white_concrete
-10,85,-7,minecraft:white_concrete
-10,85,-6,minecraft:white_concrete
-10,85,-5,minecraft:white_concrete
-10,85,-4,minecraft:white_concrete
-10,85,-3,minecraft:white_concrete
-10,85,-2,minecraft:white_concrete
-10,85,-1,minecraft:white_concrete
-10,85,0,minecraft:white_concrete
-10,85,1,minecraft:white_concrete
-10,85,2,minecraft:white_concrete
-10,85,3,minecraft:white_concrete
-10,85,4,minecraft:white_concrete
-10,85,5,minecraft:white_concrete
-10,85,6,minecraft:white_concrete
-10,85,7,minecraft:white_concrete
-10,85,8,minecraft:white_concrete
-10,85,9,minecraft:white_concrete
-10,85,10,minecraft:white_concrete
-10,86,-10,minecraft:white_concrete
-10,86,-9,minecraft:white_concrete
-10,86,-8,minecraft:glass_pane
-10,86,-7,minecraft:white_concrete
-10,86,-6,minecraft:white_concrete
-10,86,-5,minecraft:glass_pane
-10,86,-4,minecraft:white_concrete
-10,86,-3,minecraft:white_concrete
-10,86,-2,minecraft:glass_pane
-10,86,-1,minecraft:white_concrete
-10,86,0,minecraft:white_concrete
-10,86,1,minecraft:glass_pane
-10,86,2,minecraft:white_concrete
-10,86,3,minecraft:white_concrete
-10,86,4,minecraft:glass_pane
-10,86,5,minecraft:white_concrete
-10,86,6,minecraft:white_concrete
-10,86,7,minecraft:glass_pane
-10,86,8,minecraft:white_concrete
-10,86,9,minecraft:white_concrete
-10,86,10,minecraft:white_concrete
-10,87,-10,minecraft:white_concrete
-10,87,-9,minecraft:white_concrete
-10,87,-8,minecraft:glass_pane
-10,87,-7,minecraft:white_concrete
-10,87,-6,minecraft:white_concrete
-10,87,-5,minecraft:glass_pane
-10,87,-4,minecraft:white_concrete
-10,87,-3,minecraft:white_concrete
-10,87,-2,minecraft:glass_pane
-10,87,-1,minecraft:white_concrete
-10,87,0,minecraft:white_concrete
-10,87,1,minecraft:glass_pane
-10,87,2,minecraft:white_concrete
-10,87,3,minecraft:white_concrete
-10,87,4,minecraft:glass_pane
-10,87,5,minecraft:white_concrete
-10,87,6,minecraft:white_concrete
-10,87,7,minecraft:glass_pane
-10,87,8,minecraft:white_concrete
-10,87,9,minecraft:white_concrete
-10,87,10,minecraft:white_concrete
-10,88,-10,minecraft:white_concrete
-10,88,-9,minecraft:white_concrete
-10,88,-8,minecraft:white_concrete
-10,88,-7,minecraft:white_concrete
-10,88,-6,minecraft:white_concrete
-10,88,-5,minecraft:white_concrete
-10,88,-4,minecraft:white_concrete
-10,88,-3,minecraft:white_concrete
-10,88,-2,minecraft:white_concrete
-10,88,-1,minecraft:white_concrete
-10,88,0,minecraft:white_concrete
-10,88,1,minecraft:white_concrete
-10,88,2,minecraft:white_concrete
-10,88,3,minecraft:white_concrete
-10,88,4,minecraft:white_concrete
-10,88,5,minecraft:white_concrete
-10,88,6,minecraft:white_concrete
-10,88,7,minecraft:white_concrete
-10,88,8,minecraft:white_concrete
-10,88,9,minecraft:white_concrete
-10,88,10,minecraft:white_concrete
-10,89,-10,minecraft:white_concrete
-10,89,-9,minecraft:white_concrete
-10,89,-8,minecraft:white_concrete
-10,89,-7,minecraft:white_concrete
-10,89,-6,minecraft:white_concrete
-10,89,-5,minecraft:white_concrete
-10,89,-4,minecraft:white_concrete
-10,89,-3,minecraft:white_concrete
-10,89,-2,minecraft:white_concrete
-10,89,-1,minecraft:white_concrete
-10,89,0,minecraft:white_concrete
-10,89,1,minecraft:white_concrete
-10,89,2,minecraft:white_concrete
-10,89,3,minecraft:white_concrete
-10,89,4,minecraft:white_concrete
-10,89,5,minecraft:white_concrete
-10,89,6,minecraft:white_concrete
-10,89,7,minecraft:white_concrete
-10,89,8,minecraft:white_concrete
-10,89,9,minecraft:white_concrete
-10,89,10,minecraft:white_concrete
-10,90,-10,minecraft:white_concrete
-10,90,-9,minecraft:white_concrete
-10,90,-8,minecraft:glass_pane
-10,90,-7,minecraft:white_concrete
-10,90,-6,minecraft:white_concrete
-10,90,-5,minecraft:glass_pane
-10,90,-4,minecraft:white_concrete
-10,90,-3,minecraft:white_concrete
-10,90,-2,minecraft:glass_pane
-10,90,-1,minecraft:white_concrete
-10,90,0,minecraft:white_concrete
-10,90,1,minecraft:glass_pane
-10,90,2,minecraft:white_concrete
-10,90,3,minecraft:white_concrete
-10,90,4,minecraft:glass_pane
-10,90,5,minecraft:white_concrete
-10,90,6,minecraft:white_concrete
-10,90,7,minecraft:glass_pane
-10,90,8,minecraft:white_concrete
-10,90,9,minecraft:white_concrete
-10,90,10,minecraft:white_concrete
-10,91,-10,minecraft:white_concrete
-10,91,-9,minecraft:white_concrete
-10,91,-8,minecraft:glass_pane
-10,91,-7,minecraft:white_concrete
-10,91,-6,minecraft:white_concrete
-10,91,-5,minecraft:glass_pane
-10,91,-4,minecraft:white_concrete
-10,91,-3,minecraft:white_concrete
-10,91,-2,minecraft:glass_pane
-10,91,-1,minecraft:white_concrete
-10,91,0,minecraft:white_concrete
-10,91,1,minecraft:glass_pane
-10,91,2,minecraft:white_concrete
-10,91,3,minecraft:white_concrete
-10,91,4,minecraft:glass_pane
-10,91,5,minecraft:white_concrete
-10,91,6,minecraft:white_concrete
-10,91,7,minecraft:glass_pane
-10,91,8,minecraft:white_concrete
-10,91,9,minecraft:white_concrete
-10,91,10,minecraft:white_concrete
-10,92,-10,minecraft:white_concrete
-10,92,-9,minecraft:white_concrete
-10,92,-8,minecraft:white_concrete
-10,92,-7,minecraft:white_concrete
-10,92,-6,minecraft:white_concrete
-10,92,-5,minecraft:white_concrete
-10,92,-4,minecraft:white_concrete
-10,92,-3,minecraft:white_concrete
-10,92,-2,minecraft:white_concrete
-10,92,-1,minecraft:white_concrete
-10,92,0,minecraft:white_concrete
-10,92,1,minecraft:white_concrete
-10,92,2,minecraft:white_concrete
-10,92,3,minecraft:white_concrete
-10,92,4,minecraft:white_concrete
-10,92,5,minecraft:white_concrete
-10,92,6,minecraft:white_concrete
-10,92,7,minecraft:white_concrete
-10,92,8,minecraft:white_concrete
-10,92,9,minecraft:white_concrete
-10,92,10,minecraft:white_concrete
-10,93,-10,minecraft:white_concrete
-10,93,-9,minecraft:white_concrete
-10,93,-8,minecraft:white_concrete
-10,93,-7,minecraft:white_concrete
-10,93,-6,minecraft:white_concrete
-10,93,-5,minecraft:white_concrete
-10,93,-4,minecraft:white_concrete
-10,93,-3,minecraft:white_concrete
-10,93,-2,minecraft:white_concrete
-10,93,-1,minecraft:white_concrete
-10,93,0,minecraft:white_concrete
-10,93,1,minecraft:white_concrete
-10,93,2,minecraft:white_concrete
-10,93,3,minecraft:white_concrete
-10,93,4,minecraft:white_concrete
-10,93,5,minecraft:white_concrete
-10,93,6,minecraft:white_concrete
-10,93,7,minecraft:white_concrete
-10,93,8,minecraft:white_concrete
-10,93,9,minecraft:white_concrete
-10,93,10,minecraft:white_concrete
-10,94,-11,minecraft:smooth_stone_slab
-10,94,-10,minecraft:deepslate_tiles
-10,94,-9,minecraft:deepslate_tiles
-10,94,-8,minecraft:deepslate_tiles
-10,94,-7,minecraft:deepslate_tiles
-10,94,-6,minecraft:deepslate_tiles
-10,94,-5,minecraft:deepslate_tiles
-10,94,-4,minecraft:deepslate_tiles
-10,94,-3,minecraft:deepslate_tiles
-10,94,-2,minecraft:deepslate_tiles
-10,94,-1,minecraft:deepslate_tiles
-10,94,0,minecraft:deepslate_tiles
-10,94,1,minecraft:deepslate_tiles
-10,94,2,minecraft:deepslate_tiles
-10,94,3,minecraft:deepslate_tiles
-10,94,4,minecraft:deepslate_tiles
-10,94,5,minecraft:deepslate_tiles
-10,94,6,minecraft:deepslate_tiles
-10,94,7,minecraft:deepslate_tiles
-10,94,8,minecraft:deepslate_tiles
-10,94,9,minecraft:deepslate_tiles
-10,94,10,minecraft:smooth_stone_slab
-10,95,-10,minecraft:deepslate_tiles
-10,95,-9,minecraft:deepslate_tiles
-10,95,-8,minecraft:deepslate_tiles
-10,95,-7,minecraft:deepslate_tiles
-10,95,-6,minecraft:deepslate_tiles
-10,95,-5,minecraft:deepslate_tiles
-10,95,-4,minecraft:deepslate_tiles
-10,95,-3,minecraft:deepslate_tiles
-10,95,-2,minecraft:deepslate_tiles
-10,95,-1,minecraft:deepslate_tiles
-10,95,0,minecraft:deepslate_tiles
-10,95,1,minecraft:deepslate_tiles
-10,95,2,minecraft:deepslate_tiles
-10,95,3,minecraft:deepslate_tiles
-10,95,4,minecraft:deepslate_tiles
-10,95,5,minecraft:deepslate_tiles
-10,95,6,minecraft:deepslate_tiles
-10,95,7,minecraft:deepslate_tiles
-10,95,8,minecraft:deepslate_tiles
-10,95,9,minecraft:deepslate_tiles
-9,64,-10,minecraft:polished_andesite
-9,64,-9,minecraft:oak_planks
-9,64,-8,minecraft:oak_planks
-9,64,-7,minecraft:oak_planks
-9,64,-6,minecraft:oak_planks
-9,64,-5,minecraft:oak_planks
-9,64,-4,minecraft:oak_planks
-9,64,-3,minecraft:oak_planks
-9,64,-2,minecraft:oak_planks
-9,64,-1,minecraft:oak_planks
-9,64,0,minecraft:oak_planks
-9,64,1,minecraft:oak_planks
-9,64,2,minecraft:oak_planks
-9,64,3,minecraft:oak_planks
-9,64,4,minecraft:oak_planks
-9,64,5,minecraft:oak_planks
-9,64,6,minecraft:oak_planks
-9,64,7,minecraft:oak_planks
-9,64,8,minecraft:oak_planks
-9,64,9,minecraft:polished_andesite
-9,65,-10,minecraft:polished_andesite
