x,y,z,block
-17,167,1,minecraft:gray_concrete
-17,167,2,minecraft:gray_concrete
-17,167,3,minecraft:gray_concrete
-16,161,-14,minecraft:gray_concrete
-16,161,-13,minecraft:gray_concrete
-16,161,-12,minecraft:deepslate
-16,161,-11,minecraft:deepslate
-16,161,-10,minecraft:deepslate
-16,161,-9,minecraft:deepslate
-16,161,-8,minecraft:deepslate
-16,161,-7,minecraft:deepslate
-16,161,-6,minecraft:deepslate
-16,161,-5,minecraft:deepslate
-16,161,-4,minecraft:deepslate
-16,161,-3,minecraft:deepslate
-16,161,-2,minecraft:deepslate
-16,161,-1,minecraft:deepslate
-16,161,0,minecraft:deepslate
-16,161,1,minecraft:deepslate
-16,161,2,minecraft:deepslate
-16,161,3,minecraft:gray_concrete
-16,161,4,minecraft:gray_concrete
-16,162,-14,minecraft:gray_concrete
-16,162,-13,minecraft:gray_concrete
-16,162,3,minecraft:gray_concrete
-16,162,4,minecraft:gray_concrete
-16,163,-14,minecraft:glass_pane
-16,163,-13,minecraft:glass_pane
-16,163,-12,minecraft:gray_concrete
-16,163,-11,minecraft:gray_concrete
-16,163,-10,minecraft:gray_concrete
-16,163,-9,minecraft:gray_concrete
-16,163,-8,minecraft:gray_concrete
-16,163,-7,minecraft:gray_concrete
-16,163,-6,minecraft:gray_concrete
-16,163,-5,minecraft:gray_concrete
-16,163,-4,minecraft:gray_concrete
-16,163,-3,minecraft:gray_concrete
-16,163,-2,minecraft:gray_concrete
-16,163,-1,minecraft:gray_concrete
-16,163,0,minecraft:gray_concrete
-16,163,1,minecraft:gray_concrete
-16,163,2,minecraft:gray_concrete
-16,163,3,minecraft:glass_pane
-16,163,4,minecraft:glass_pane
-16,164,-14,minecraft:glass_pane
-16,164,-13,minecraft:glass_pane
-16,164,3,minecraft:glass_pane
-16,164,4,minecraft:glass_pane
-16,165,-14,minecraft:glass_pane
-16,165,-13,minecraft:glass_pane
-16,165,3,minecraft:glass_pane
-16,165,4,minecraft:glass_pane
-16,166,-14,minecraft:gray_concrete
-16,166,-13,minecraft:gray_concrete
-16,166,3,minecraft:gray_concrete
-16,166,4,minecraft:gray_concrete
-16,167,-14,minecraft:gray_concrete
-16,167,-13,minecraft:gray_concrete
-16,167,-12,minecraft:gray_concrete
-16,167,-11,minecraft:gray_concrete
-16,167,-10,minecraft:gray_concrete
-16,167,-9,minecraft:gray_concrete
-16,167,-8,minecraft:gray_concrete
-16,167,-7,minecraft:gray_concrete
-16,167,-6,minecraft:gray_concrete
-16,167,-5,minecraft:gray_concrete
-16,167,-4,minecraft:gray_concrete
-16,167,-3,minecraft:gray_concrete
-16,167,-2,minecraft:gray_concrete
-16,167,-1,minecraft:gray_concrete
-16,167,0,minecraft:gray_concrete
-16,167,1,minecraft:gray_concrete
-16,167,2,minecraft:gray_concrete
-16,167,3,minecraft:gray_concrete
-16,167,4,minecraft:gray_concrete
-15,161,-15,minecraft:gray_concrete
-15,161,-14,minecraft:deepslate
-15,161,-13,minecraft:deepslate
-15,161,-12,minecraft:deepslate
-15,161,-11,minecraft:deepslate
-15,161,-10,minecraft:deepslate
-15,161,-9,minecraft:deepslate
-15,161,-8,minecraft:deepslate
-15,161,-7,minecraft:deepslate
-15,161,-6,minecraft:deepslate
-15,161,-5,minecraft:deepslate
-15,161,-4,minecraft:deepslate
-15,161,-3,minecraft:deepslate
-15,161,-2,minecraft:deepslate
-15,161,-1,minecraft:deepslate
-15,161,0,minecraft:deepslate
-15,161,1,minecraft:deepslate
-15,161,2,minecraft:deepslate
-15,161,3,minecraft:deepslate
-15,161,4,minecraft:deepslate
-15,161,5,minecraft:gray_concrete
-15,162,-15,minecraft:gray_concrete
-15,162,5,minecraft:gray_concrete
-15,163,-15,minecraft:glass_pane
-15,163,-14,minecraft:gray_concrete
-15,163,-13,minecraft:gray_concrete
-15,163,-12,minecraft:gray_concrete
-15,163,-11,minecraft:gray_concrete
-15,163,-10,minecraft:gray_concrete
-15,163,-9,minecraft:gray_concrete
-15,163,-8,minecraft:gray_concrete
-15,163,-7,minecraft:gray_concrete
-15,163,-6,minecraft:gray_concrete
-15,163,-5,minecraft:gray_concrete
-15,163,-4,minecraft:gray_concrete
-15,163,-3,minecraft:gray_concrete
-15,163,-2,minecraft:gray_concrete
-15,163,-1,minecraft:gray_concrete
-15,163,0,minecraft:gray_concrete
-15,163,1,minecraft:gray_concrete
-15,163,2,minecraft:gray_concrete
-15,163,3,minecraft:gray_concrete
-15,163,4,minecraft:gray_concrete
-15,163,5,minecraft:glass_pane
-15,164,-15,minecraft:glass_pane
-15,164,5,minecraft:glass_pane
-15,165,-15,minecraft:glass_pane
-15,165,5,minecraft:glass_pane
-15,166,-15,minecraft:gray_concrete
-15,166,5,minecraft:gray_concrete
-15,167,-15,minecraft:gray_concrete
-15,167,-14,minecraft:gray_concrete
-15,167,-13,minecraft:gray_concrete
-15,167,-12,minecraft:gray_concrete
-15,167,-11,minecraft:gray_concrete
-15,167,-10,minecraft:gray_concrete
-15,167,-9,minecraft:gray_concrete
-15,167,-8,minecraft:gray_concrete
-15,167,-7,minecraft:gray_concrete
-15,167,-6,minecraft:gray_concrete
-15,167,-5,minecraft:gray_concrete
-15,167,-4,minecraft:gray_concrete
-15,167,-3,minecraft:gray_concrete
-15,167,-2,minecraft:gray_concrete
-15,167,-1,minecraft:gray_concrete
-15,167,0,minecraft:gray_concrete
-15,167,1,minecraft:gray_concrete
-15,167,2,minecraft:gray_concrete
-15,167,3,minecraft:gray_concrete
-15,167,4,minecraft:gray_concrete
-15,167,5,minecraft:gray_concrete
-14,161,-16,minecraft:gray_concrete
-14,161,-15,minecraft:deepslate
-14,161,-14,minecraft:deepslate
-14,161,-13,minecraft:deepslate
-14,161,-12,minecraft:deepslate
-14,161,-11,minecraft:deepslate
-14,161,-10,minecraft:deepslate
-14,161,-9,minecraft:deepslate
-14,161,-8,minecraft:deepslate
-14,161,-7,minecraft:deepslate
-14,161,-6,minecraft:deepslate
-14,161,-5,minecraft:deepslate
-14,161,-4,minecraft:deepslate
-14,161,-3,minecraft:deepslate
-14,161,-2,minecraft:deepslate
-14,161,-1,minecraft:deepslate
-14,161,0,minecraft:deepslate
-14,161,1,minecraft:deepslate
-14,161,2,minecraft:deepslate
-14,161,3,minecraft:deepslate
-14,161,4,minecraft:deepslate
-14,161,5,minecraft:deepslate
-14,161,6,minecraft:gray_concrete
-14,162,-16,minecraft:gray_concrete
-14,162,6,minecraft:gray_concrete
-14,163,-16,minecraft:glass_pane
-14,163,-15,minecraft:gray_concrete
-14,163,-14,minecraft:gray_concrete
-14,163,-13,minecraft:gray_concrete
-14,163,-12,minecraft:gray_concrete
-14,163,-11,minecraft:gray_concrete
-14,163,-10,minecraft:gray_concrete
-14,163,-9,minecraft:gray_concrete
-14,163,-8,minecraft:gray_concrete
-14,163,-7,minecraft:gray_concrete
-14,163,-6,minecraft:gray_concrete
-14,163,-5,minecraft:gray_concrete
-14,163,-4,minecraft:gray_concrete
-14,163,-3,minecraft:gray_concrete
-14,163,-2,minecraft:gray_concrete
-14,163,-1,minecraft:gray_concrete
-14,163,0,minecraft:gray_concrete
-14,163,1,minecraft:gray_concrete
-14,163,2,minecraft:gray_concrete
-14,163,3,minecraft:gray_concrete
-14,163,4,minecraft:gray_concrete
-14,163,5,minecraft:gray_concrete
-14,163,6,minecraft:glass_pane
-14,164,-16,minecraft:glass_pane
-14,164,6,minecraft:glass_pane
-14,165,-16,minecraft:glass_pane
-14,165,6,minecraft:glass_pane
-14,166,-16,minecraft:gray_concrete
-14,166,6,minecraft:gray_concrete
-14,167,-16,minecraft:gray_concrete
-14,167,-15,minecraft:gray_concrete
-14,167,-14,minecraft:gray_concrete
-14,167,-13,minecraft:gray_concrete
-14,167,-12,minecraft:gray_concrete
-14,167,-11,minecraft:gray_concrete
-14,167,-10,minecraft:gray_concrete
-14,167,-9,minecraft:gray_concrete
-14,167,-8,minecraft:gray_concrete
-14,167,-7,minecraft:gray_concrete
-14,167,-6,minecraft:gray_concrete
-14,167,-5,minecraft:gray_concrete
-14,167,-4,minecraft:gray_concrete
-14,167,-3,minecraft:gray_concrete
-14,167,-2,minecraft:gray_concrete
-14,167,-1,minecraft:gray_concrete
-14,167,0,minecraft:gray_concrete
-14,167,1,minecraft:gray_concrete
-14,167,2,minecraft:gray_concrete
-14,167,3,minecraft:gray_concrete
-14,167,4,minecraft:gray_concrete
-14,167,5,minecraft:gray_concrete
-14,167,6,minecraft:gray_concrete
-13,161,-17,minecraft:gray_concrete
-13,161,-16,minecraft:gray_concrete
-13,161,-15,minecraft:deepslate
-13,161,-14,minecraft:deepslate
-13,161,-13,minecraft:deepslate
-13,161,-12,minecraft:deepslate
-13,161,-11,minecraft:deepslate
-13,161,-10,minecraft:deepslate
-13,161,-9,minecraft:deepslate
-13,161,-8,minecraft:deepslate
-13,161,-7,minecraft:deepslate
-13,161,-6,minecraft:deepslate
-13,161,-5,minecraft:deepslate
-13,161,-4,minecraft:deepslate
-13,161,-3,minecraft:deepslate
-13,161,-2,minecraft:deepslate
-13,161,-1,minecraft:deepslate
-13,161,0,minecraft:deepslate
-13,161,1,minecraft:deepslate
-13,161,2,minecraft:deepslate
-13,161,3,minecraft:deepslate
-13,161,4,minecraft:deepslate
-13,161,5,minecraft:deepslate
-13,161,6,minecraft:gray_concrete
-13,161,7,minecraft:gray_concrete
-13,162,-17,minecraft:gray_concrete
-13,162,-16,minecraft:gray_concrete
-13,162,6,minecraft:gray_concrete
-13,162,7,minecraft:gray_concrete
-13,163,-17,minecraft:glass_pane
-13,163,-16,minecraft:glass_pane
-13,163,-15,minecraft:gray_concrete
-13,163,-14,minecraft:gray_concrete
-13,163,-13,minecraft:gray_concrete
-13,163,-12,minecraft:gray_concrete
-13,163,-11,minecraft:gray_concrete
-13,163,-10,minecraft:gray_concrete
-13,163,-9,minecraft:gray_concrete
-13,163,-8,minecraft:gray_concrete
-13,163,-7,minecraft:gray_concrete
-13,163,-6,minecraft:gray_concrete
-13,163,-5,minecraft:gray_concrete
-13,163,-4,minecraft:gray_concrete
-13,163,-3,minecraft:gray_concrete
-13,163,-2,minecraft:gray_concrete
-13,163,-1,minecraft:gray_concrete
-13,163,0,minecraft:gray_concrete
-13,163,1,minecraft:gray_concrete
-13,163,2,minecraft:gray_concrete
-13,163,3,minecraft:gray_concrete
-13,163,4,minecraft:gray_concrete
-13,163,5,minecraft:gray_concrete
-13,163,6,minecraft:glass_pane
-13,163,7,minecraft:glass_pane
-13,164,-17,minecraft:glass_pane
-13,164,-16,minecraft:glass_pane
-13,164,6,minecraft:glass_pane
-13,164,7,minecraft:glass_pane
-13,165,-17,minecraft:glass_pane
-13,165,-16,minecraft:glass_pane
-13,165,6,minecraft:glass_pane
-13,165,7,minecraft:glass_pane
-13,166,-17,minecraft:gray_concrete
-13,166,-16,minecraft:gray_concrete
-13,166,6,minecraft:gray_concrete
-13,166,7,minecraft:gray_concrete
-13,167,-17,minecraft:gray_concrete
-13,167,-16,minecraft:gray_concrete
-13,167,-15,minecraft:gray_concrete
-13,167,-14,minecraft:gray_concrete
-13,167,-13,minecraft:gray_concrete
-13,167,-12,minecraft:gray_concrete
-13,167,-11,minecraft:gray_concrete
-13,167,-10,minecraft:gray_concrete
-13,167,-9,minecraft:gray_concrete
-13,167,-8,minecraft:gray_concrete
-13,167,-7,minecraft:gray_concrete
-13,167,-6,minecraft:gray_concrete
-13,167,-5,minecraft:gray_concrete
-13,167,-4,minecraft:gray_concrete
-13,167,-3,minecraft:gray_concrete
-13,167,-2,minecraft:gray_concrete
-13,167,-1,minecraft:gray_concrete
-13,167,0,minecraft:gray_concrete
-13,167,1,minecraft:gray_concrete
-13,167,2,minecraft:gray_concrete
-13,167,3,minecraft:gray_concrete
-13,167,4,minecraft:gray_concrete
-13,167,5,minecraft:gray_concrete
-13,167,6,minecraft:gray_concrete
-13,167,7,minecraft:gray_concrete
-12,161,-17,minecraft:gray_concrete
-12,161,-16,minecraft:deepslate
-12,161,-15,minecraft:deepslate
-12,161,-14,minecraft:deepslate
-12,161,-13,minecraft:deepslate
-12,161,-12,minecraft:deepslate
-12,161,-11,minecraft:deepslate
-12,161,-10,minecraft:deepslate
-12,161,-9,minecraft:deepslate
-12,161,-8,minecraft:deepslate
-12,161,-7,minecraft:deepslate
-12,161,-6,minecraft:deepslate
-12,161,-5,minecraft:deepslate
-12,161,-4,minecraft:deepslate
-12,161,-3,minecraft:deepslate
-12,161,-2,minecraft:deepslate
-12,161,-1,minecraft:deepslate
-12,161,0,minecraft:deepslate
-12,161,1,minecraft:deepslate
-12,161,2,minecraft:deepslate
-12,161,3,minecraft:deepslate
-12,161,4,minecraft:deepslate
-12,161,5,minecraft:deepslate
-12,161,6,minecraft:deepslate
-12,161,7,minecraft:gray_concrete
-12,162,-17,minecraft:gray_concrete
-12,162,7,minecraft:gray_concrete
-12,163,-17,minecraft:glass_pane
-12,163,-16,minecraft:gray_concrete
-12,163,-15,minecraft:gray_concrete
-12,163,-14,minecraft:gray_concrete
-12,163,-13,minecraft:gray_concrete
-12,163,-12,minecraft:gray_concrete
-12,163,-11,minecraft:gray_concrete
-12,163,-10,minecraft:gray_concrete
-12,163,-9,minecraft:gray_concrete
-12,163,-8,minecraft:gray_concrete
-12,163,-7,minecraft:gray_concrete
-12,163,-6,minecraft:gray_concrete
-12,163,-5,minecraft:gray_concrete
-12,163,-4,minecraft:gray_concrete
-12,163,-3,minecraft:gray_concrete
-12,163,-2,minecraft:gray_concrete
-12,163,-1,minecraft:gray_concrete
-12,163,0,minecraft:gray_concrete
-12,163,1,minecraft:gray_concrete
-12,163,2,minecraft:gray_concrete
-12,163,3,minecraft:gray_concrete
-12,163,4,minecraft:gray_concrete
-12,163,5,minecraft:gray_concrete
-12,163,6,minecraft:gray_concrete
-12,163,7,minecraft:glass_pane
-12,164,-17,minecraft:glass_pane
-12,164,7,minecraft:glass_pane
-12,165,-17,minecraft:glass_pane
-12,165,7,minecraft:glass_pane
-12,166,-17,minecraft:gray_concrete
-12,166,7,minecraft:gray_concrete
-12,167,-17,minecraft:gray_concrete
-12,167,-16,minecraft:gray_concrete
-12,167,-15,minecraft:gray_concrete
-12,167,-14,minecraft:gray_concrete
-12,167,-13,minecraft:gray_concrete
-12,167,-12,minecraft:gray_concrete
-12,167,-11,minecraft:gray_concrete
-12,167,-10,minecraft:gray_concrete
-12,167,-9,minecraft:gray_concrete
-12,167,-8,minecraft:gray_concrete
-12,167,-7,minecraft:gray_concrete
-12,167,-6,minecraft:gray_concrete
-12,167,-5,minecraft:gray_concrete
-12,167,-4,minecraft:gray_concrete
-12,167,-3,minecraft:gray_concrete
-12,167,-2,minecraft:gray_concrete
-12,167,-1,minecraft:gray_concrete
-12,167,0,minecraft:gray_concrete
-12,167,1,minecraft:gray_concrete
-12,167,2,minecraft:gray_concrete
-12,167,3,minecraft:gray_concrete
-12,167,4,minecraft:gray_concrete
-12,167,5,minecraft:gray_concrete
-12,167,6,minecraft:gray_concrete
-12,167,7,minecraft:gray_concrete
-11,161,-18,minecraft:gray_concrete
-11,161,-17,minecraft:deepslate
-11,161,-16,minecraft:deepslate
-11,161,-15,minecraft:deepslate
-11,161,-14,minecraft:deepslate
-11,161,-13,minecraft:deepslate
-11,161,-12,minecraft:deepslate
-11,161,-11,minecraft:deepslate
-11,161,-10,minecraft:deepslate
-11,161,-9,minecraft:deepslate
-11,161,-8,minecraft:deepslate
-11,161,-7,minecraft:deepslate
-11,161,-6,minecraft:deepslate
-11,161,-5,minecraft:deepslate
-11,161,-4,minecraft:deepslate
-11,161,-3,minecraft:deepslate
-11,161,-2,minecraft:deepslate
-11,161,-1,minecraft:deepslate
-11,161,0,minecraft:deepslate
-11,161,1,minecraft:deepslate
-11,161,2,minecraft:deepslate
-11,161,3,minecraft:deepslate
-11,161,4,minecraft:deepslate
-11,161,5,minecraft:deepslate
-11,161,6,minecraft:deepslate
-11,161,7,minecraft:deepslate
-11,161,8,minecraft:gray_concrete
-11,162,-18,minecraft:gray_concrete
-11,162,8,minecraft:gray_concrete
-11,163,-18,minecraft:glass_pane
-11,163,-17,minecraft:gray_concrete
-11,163,-16,minecraft:gray_concrete
-11,163,-15,minecraft:gray_concrete
-11,163,-14,minecraft:gray_concrete
-11,163,-13,minecraft:gray_concrete
-11,163,-12,minecraft:gray_concrete
-11,163,-11,minecraft:gray_concrete
-11,163,-10,minecraft:gray_concrete
-11,163,-9,minecraft:gray_concrete
-11,163,-8,minecraft:gray_concrete
-11,163,-7,minecraft:gray_concrete
-11,163,-6,minecraft:gray_concrete
-11,163,-5,minecraft:gray_concrete
-11,163,-4,minecraft:gray_concrete
-11,163,-3,minecraft:gray_concrete
-11,163,-2,minecraft:gray_concrete
-11,163,-1,minecraft:gray_concrete
-11,163,0,minecraft:gray_concrete
-11,163,1,minecraft:gray_concrete
-11,163,2,minecraft:gray_concrete
-11,163,3,minecraft:gray_concrete
-11,163,4,minecraft:gray_concrete
-11,163,5,minecraft:gray_concrete
-11,163,6,minecraft:gray_concrete
-11,163,7,minecraft:gray_concrete
-11,163,8,minecraft:glass_pane
-11,164,-18,minecraft:glass_pane
-11,164,8,minecraft:glass_pane
-11,165,-18,minecraft:glass_pane
-11,165,8,minecraft:glass_pane
-11,166,-18,minecraft:gray_concrete
-11,166,8,minecraft:gray_concrete
-11,167,-18,minecraft:gray_concrete
-11,167,-17,minecraft:gray_concrete
-11,167,-16,minecraft:gray_concrete
-11,167,-15,minecraft:gray_concrete
-11,167,-14,minecraft:gray_concrete
-11,167,-13,minecraft:gray_concrete
-11,167,-12,minecraft:gray_concrete
-11,167,-11,minecraft:gray_concrete
-11,167,-10,minecraft:gray_concrete
-11,167,-9,minecraft:gray_concrete
-11,167,-8,minecraft:gray_concrete
-11,167,-7,minecraft:gray_concrete
-11,167,-6,minecraft:gray_concrete
-11,167,-5,minecraft:gray_concrete
-11,167,-4,minecraft:gray_concrete
-11,167,-3,minecraft:gray_concrete
-11,167,-2,minecraft:gray_concrete
-11,167,-1,minecraft:gray_concrete
-11,167,0,minecraft:gray_concrete
-11,167,1,minecraft:gray_concrete
-11,167,2,minecraft:gray_concrete
-11,167,3,minecraft:gray_concrete
-11,167,4,minecraft:gray_concrete
-11,167,5,minecraft:gray_concrete
-11,167,6,minecraft:gray_concrete
-11,167,7,minecraft:gray_concrete
-11,167,8,minecraft:gray_concrete
-10,161,-18,minecraft:gray_concrete
-10,161,-17,minecraft:deepslate
-10,161,-16,minecraft:deepslate
-10,161,-15,minecraft:deepslate
-10,161,-14,minecraft:deepslate
-10,161,-13,minecraft:deepslate
-10,161,-12,minecraft:deepslate
-10,161,-11,minecraft:deepslate
-10,161,-10,minecraft:deepslate
-10,161,-9,minecraft:deepslate
-10,161,-8,minecraft:deepslate
-10,161,-7,minecraft:deepslate
-10,161,-6,minecraft:deepslate
-10,161,-5,minecraft:deepslate
-10,161,-4,minecraft:deepslate
-10,161,-3,minecraft:deepslate
-10,161,-2,minecraft:deepslate
-10,161,-1,minecraft:deepslate
-10,161,0,minecraft:deepslate
-10,161,1,minecraft:deepslate
-10,161,2,minecraft:deepslate
-10,161,3,minecraft:deepslate
-10,161,4,minecraft:deepslate
-10,161,5,minecraft:deepslate
-10,161,6,minecraft:deepslate
-10,161,7,minecraft:deepslate
-10,161,8,minecraft:gray_concrete
-10,162,-18,minecraft:gray_concrete
-10,162,8,minecraft:gray_concrete
-10,163,-18,minecraft:glass_pane
-10,163,-17,minecraft:gray_concrete
-10,163,-16,minecraft:gray_concrete
-10,163,-15,minecraft:gray_concrete
-10,163,-14,minecraft:gray_concrete
-10,163,-13,minecraft:gray_concrete
-10,163,-12,minecraft:gray_concrete
-10,163,-11,minecraft:gray_concrete
-10,163,-10,minecraft:gray_concrete
-10,163,-9,minecraft:gray_concrete
-10,163,-8,minecraft:gray_concrete
-10,163,-7,minecraft:gray_concrete
-10,163,-6,minecraft:gray_concrete
-10,163,-5,minecraft:gray_concrete
-10,163,-4,minecraft:gray_concrete
-10,163,-3,minecraft:gray_concrete
-10,163,-2,minecraft:gray_concrete
-10,163,-1,minecraft:gray_concrete
-10,163,0,minecraft:gray_concrete
-10,163,1,minecraft:gray_concrete
-10,163,2,minecraft:gray_concrete
-10,163,3,minecraft:gray_concrete
-10,163,4,minecraft:gray_concrete
-10,163,5,minecraft:gray_concrete
-10,163,6,minecraft:gray_concrete
-10,163,7,minecraft:gray_concrete
-10,163,8,minecraft:glass_pane
-10,164,-18,minecraft:glass_pane
-10,164,8,minecraft:glass_pane
-10,165,-18,minecraft:glass_pane
-10,165,8,minecraft:glass_pane
-10,166,-18,minecraft:gray_concrete
-10,166,8,minecraft:gray_concrete
-10,167,-18,minecraft:gray_concrete
-10,167,-17,minecraft:gray_concrete
-10,167,-16,minecraft:gray_concrete
-10,167,-15,minecraft:gray_concrete
-10,167,-14,minecraft:gray_concrete
-10,167,-13,minecraft:gray_concrete
-10,167,-12,minecraft:gray_concrete
